timestamp,station_id,temperature,pressure,humidity,anomaly_label,anomaly_type
2024-01-01 07:50:00,AWS_Chennai_001,26.13,1006.88,51.48,0,normal
2024-01-01 08:00:00,AWS_Chennai_001,26.48,1006.99,49.2,0,normal
2024-01-01 08:10:00,AWS_Chennai_001,26.34,1007.05,49.33,0,normal
2024-01-01 08:20:00,AWS_Chennai_001,26.68,1007.09,47.99,0,normal
2024-01-01 08:30:00,AWS_Chennai_001,27.0,1007.11,46.66,0,normal
2024-01-01 08:40:00,AWS_Chennai_001,27.8,1007.16,44.69,0,normal
2024-01-01 08:50:00,AWS_Chennai_001,28.19,1006.99,45.78,0,normal
2024-01-01 09:00:00,AWS_Chennai_001,28.77,1006.88,47.01,0,normal
2024-01-01 09:10:00,AWS_Chennai_001,29.1,1007.02,49.57,0,normal
2024-01-01 09:20:00,AWS_Chennai_001,29.22,1006.92,47.82,0,normal
2024-01-01 09:30:00,AWS_Chennai_001,29.16,1006.93,48.01,0,normal
2024-01-01 09:40:00,AWS_Chennai_001,29.43,1007.07,47.7,0,normal
2024-01-01 09:50:00,AWS_Chennai_001,30.04,1007.04,51.46,0,normal
2024-01-01 10:00:00,AWS_Chennai_001,30.41,1006.96,49.3,0,normal
2024-01-01 10:10:00,AWS_Chennai_001,30.73,1006.98,49.92,0,normal
2024-01-01 10:20:00,AWS_Chennai_001,31.02,1007.02,48.17,0,normal
2024-01-01 10:30:00,AWS_Chennai_001,30.7,1007.0,49.06,0,normal
2024-01-01 10:40:00,AWS_Chennai_001,30.91,1006.86,48.89,0,normal
2024-01-01 10:50:00,AWS_Chennai_001,31.17,1006.79,48.69,0,normal
2024-01-01 11:00:00,AWS_Chennai_001,31.33,1006.71,48.79,0,normal
2024-01-01 11:10:00,AWS_Chennai_001,31.63,1006.98,49.93,0,normal
2024-01-01 11:20:00,AWS_Chennai_001,31.34,1006.92,50.21,0,normal
2024-01-01 11:30:00,AWS_Chennai_001,31.62,1007.09,55.48,0,normal
2024-01-01 11:40:00,AWS_Chennai_001,31.91,1007.35,56.13,0,normal
2024-01-01 11:50:00,AWS_Chennai_001,32.21,1007.37,56.47,0,normal
2024-01-01 12:00:00,AWS_Chennai_001,32.06,1007.43,54.93,0,normal
2024-01-01 12:10:00,AWS_Chennai_001,32.17,1007.87,51.4,0,normal
2024-01-01 12:20:00,AWS_Chennai_001,32.45,1007.7,50.14,0,normal
2024-01-01 12:30:00,AWS_Chennai_001,32.84,1007.79,48.03,0,normal
2024-01-01 12:40:00,AWS_Chennai_001,32.67,1007.97,46.55,0,normal
2024-01-01 12:50:00,AWS_Chennai_001,32.79,1008.04,45.27,0,normal
2024-01-01 13:00:00,AWS_Chennai_001,33.44,1008.21,42.03,0,normal
2024-01-01 13:10:00,AWS_Chennai_001,33.47,1008.17,43.28,0,normal
2024-01-01 13:20:00,AWS_Chennai_001,33.2,1008.22,43.94,0,normal
2024-01-01 13:30:00,AWS_Chennai_001,33.45,1008.11,43.31,0,normal
2024-01-01 13:40:00,AWS_Chennai_001,33.28,1008.08,45.85,0,normal
2024-01-01 13:50:00,AWS_Chennai_001,33.38,1007.96,47.01,0,normal
2024-01-01 14:00:00,AWS_Chennai_001,33.93,1008.18,44.52,0,normal
2024-01-01 14:10:00,AWS_Chennai_001,33.68,1008.43,43.38,0,normal
2024-01-01 14:20:00,AWS_Chennai_001,33.71,1008.59,41.97,0,normal
2024-01-01 14:30:00,AWS_Chennai_001,33.59,1008.14,40.48,0,normal
2024-01-01 14:40:00,AWS_Chennai_001,33.42,1008.01,43.05,0,normal
2024-01-01 14:50:00,AWS_Chennai_001,32.9,1008.01,43.24,0,normal
2024-01-01 15:00:00,AWS_Chennai_001,33.19,1007.83,45.07,0,normal
2024-01-01 15:10:00,AWS_Chennai_001,33.03,1007.73,45.76,0,normal
2024-01-01 15:20:00,AWS_Chennai_001,32.94,1007.69,45.83,0,normal
2024-01-01 15:30:00,AWS_Chennai_001,32.68,1007.76,46.78,0,normal
2024-01-01 15:40:00,AWS_Chennai_001,33.02,1007.62,49.89,0,normal
2024-01-01 15:50:00,AWS_Chennai_001,32.28,1007.66,50.53,0,normal
2024-01-01 16:00:00,AWS_Chennai_001,32.15,1007.58,50.06,0,normal
2024-01-01 16:10:00,AWS_Chennai_001,31.8,1007.51,51.2,0,normal
2024-01-01 16:20:00,AWS_Chennai_001,31.72,1007.43,52.36,0,normal
2024-01-01 16:30:00,AWS_Chennai_001,31.63,1007.58,53.06,0,normal
2024-01-01 16:40:00,AWS_Chennai_001,31.21,1007.52,53.9,0,normal
2024-01-01 16:50:00,AWS_Chennai_001,31.23,1007.54,53.75,0,normal
2024-01-01 17:00:00,AWS_Chennai_001,31.35,1007.44,54.38,0,normal
2024-01-01 17:10:00,AWS_Chennai_001,31.03,1007.4,55.81,0,normal
2024-01-01 17:20:00,AWS_Chennai_001,31.02,1007.51,57.48,0,normal
2024-01-01 17:30:00,AWS_Chennai_001,30.78,1007.6,56.64,0,normal
2024-01-01 17:40:00,AWS_Chennai_001,30.64,1007.56,56.45,0,normal
2024-01-01 17:50:00,AWS_Chennai_001,30.58,1007.42,59.27,0,normal
2024-01-01 18:00:00,AWS_Chennai_001,29.85,1007.21,60.79,0,normal
2024-01-01 18:10:00,AWS_Chennai_001,29.7,1007.27,61.45,0,normal
2024-01-01 18:20:00,AWS_Chennai_001,29.31,1007.11,61.24,0,normal
2024-01-01 18:30:00,AWS_Chennai_001,28.74,1007.24,60.71,0,normal
2024-01-01 18:40:00,AWS_Chennai_001,28.15,1007.16,61.04,0,normal
2024-01-01 18:50:00,AWS_Chennai_001,27.68,1007.02,61.1,0,normal
2024-01-01 19:00:00,AWS_Chennai_001,27.47,1006.91,60.09,0,normal
2024-01-01 19:10:00,AWS_Chennai_001,27.26,1006.68,57.73,0,normal
2024-01-01 19:20:00,AWS_Chennai_001,26.78,1006.63,58.06,0,normal
2024-01-01 19:30:00,AWS_Chennai_001,26.99,1006.76,57.66,0,normal
2024-01-01 19:40:00,AWS_Chennai_001,26.73,1006.59,57.5,0,normal
2024-01-01 19:50:00,AWS_Chennai_001,26.41,1006.64,56.14,0,normal
2024-01-01 20:00:00,AWS_Chennai_001,26.35,1006.87,55.92,0,normal
2024-01-01 20:10:00,AWS_Chennai_001,26.25,1006.97,55.27,0,normal
2024-01-01 20:20:00,AWS_Chennai_001,26.1,1006.95,55.4,0,normal
2024-01-01 20:30:00,AWS_Chennai_001,25.67,1006.95,56.13,0,normal
2024-01-01 20:40:00,AWS_Chennai_001,25.92,1007.08,59.3,0,normal
2024-01-01 20:50:00,AWS_Chennai_001,25.49,1007.19,59.36,0,normal
2024-01-01 21:00:00,AWS_Chennai_001,25.97,1007.07,57.88,0,normal
2024-01-01 21:10:00,AWS_Chennai_001,25.6,1006.76,56.95,0,normal
2024-01-01 21:20:00,AWS_Chennai_001,25.19,1006.81,57.37,0,normal
2024-01-01 21:30:00,AWS_Chennai_001,25.59,1006.97,56.38,0,normal
2024-01-01 21:40:00,AWS_Chennai_001,25.14,1007.06,54.33,0,normal
2024-01-01 21:50:00,AWS_Chennai_001,25.53,1007.25,53.66,0,normal
2024-01-01 22:00:00,AWS_Chennai_001,24.84,1007.49,53.56,0,normal
2024-01-01 22:10:00,AWS_Chennai_001,25.07,1007.27,52.73,0,normal
2024-01-01 22:20:00,AWS_Chennai_001,24.92,1007.32,52.17,0,normal
2024-01-01 22:30:00,AWS_Chennai_001,24.96,1007.19,52.1,0,normal
2024-01-01 22:40:00,AWS_Chennai_001,24.85,1007.31,53.31,0,normal
2024-01-01 22:50:00,AWS_Chennai_001,24.37,1007.11,55.31,0,normal
2024-01-01 23:00:00,AWS_Chennai_001,24.35,1007.08,57.62,0,normal
2024-01-01 23:10:00,AWS_Chennai_001,24.27,1007.34,57.59,0,normal
2024-01-01 23:20:00,AWS_Chennai_001,24.77,1007.68,57.09,0,normal
2024-01-01 23:30:00,AWS_Chennai_001,24.93,1007.83,59.04,0,normal
2024-01-01 23:40:00,AWS_Chennai_001,24.49,1007.98,60.42,0,normal
2024-01-01 23:50:00,AWS_Chennai_001,23.84,1007.84,57.09,0,normal
