timestamp,station_id,temperature,pressure,humidity,anomaly_flag,confidence_score,severity,root_cause,rule_triggers,if_score,stat_score,rf_score,anomaly_label,anomaly_type
2024-07-01 10:00:00,AWS_Chennai_001,32.47,1002.19,81.8,0,0.1598,NORMAL,None,[],0.3255,0.1946,0.165,0,normal
2024-07-01 10:10:00,AWS_Chennai_001,32.58,1002.1,77.79,0,0.177,NORMAL,None,[],0.3571,0.2543,0.1588,0,normal
2024-07-01 10:20:00,AWS_Chennai_001,32.62,1001.95,77.29,0,0.1607,NORMAL,None,[],0.319,0.2639,0.1271,0,normal
2024-07-01 10:30:00,AWS_Chennai_001,32.94,1001.98,77.3,0,0.1618,NORMAL,None,[],0.3187,0.2568,0.1383,0,normal
2024-07-01 10:40:00,AWS_Chennai_001,33.19,1001.96,77.64,0,0.1472,NORMAL,None,[],0.2839,0.2367,0.1324,0,normal
2024-07-01 10:50:00,AWS_Chennai_001,32.4,1001.92,77.51,0,0.1288,NORMAL,None,[],0.2579,0.1635,0.1344,0,normal
2024-07-01 11:00:00,AWS_Chennai_001,32.53,1001.93,78.59,0,0.1288,NORMAL,None,[],0.2738,0.1188,0.1442,0,normal
2024-07-01 11:10:00,AWS_Chennai_001,32.57,1002.3,79.59,0,0.1212,NORMAL,None,[],0.267,0.0821,0.1438,0,normal
2024-07-01 11:20:00,AWS_Chennai_001,32.79,1002.29,79.39,0,0.1143,NORMAL,None,[],0.2436,0.0956,0.1342,0,normal
2024-07-01 11:30:00,AWS_Chennai_001,32.73,1002.3,79.73,0,0.1142,NORMAL,None,[],0.2467,0.092,0.1323,0,normal
2024-07-01 11:40:00,AWS_Chennai_001,33.11,1002.41,79.24,0,0.1156,NORMAL,None,[],0.2375,0.1238,0.1287,0,normal
2024-07-01 11:50:00,AWS_Chennai_001,32.88,1002.33,81.59,0,0.138,NORMAL,None,[],0.2778,0.1922,0.1291,0,normal
2024-07-01 12:00:00,AWS_Chennai_001,33.34,1002.43,80.29,0,0.1334,NORMAL,None,[],0.199,0.3034,0.141,0,normal
2024-07-01 12:10:00,AWS_Chennai_001,33.51,1002.29,79.36,0,0.1106,NORMAL,None,[],0.1675,0.2098,0.1446,0,normal
2024-07-01 12:20:00,AWS_Chennai_001,33.6,1002.28,80.75,0,0.122,NORMAL,None,[],0.1795,0.2704,0.1377,0,normal
2024-07-01 12:30:00,AWS_Chennai_001,33.33,1002.21,78.56,0,0.104,NORMAL,None,[],0.1863,0.1407,0.1352,0,normal
2024-07-01 12:40:00,AWS_Chennai_001,33.13,1002.28,76.15,0,0.1289,NORMAL,None,[],0.2193,0.2263,0.1458,0,normal
2024-07-01 12:50:00,AWS_Chennai_001,33.54,1002.29,76.36,0,0.1302,NORMAL,None,[],0.2114,0.2616,0.1377,0,normal
2024-07-01 13:00:00,AWS_Chennai_001,33.75,1002.29,78.06,0,0.1701,NORMAL,None,[],0.2242,0.1955,0.3676,0,normal
2024-07-01 13:10:00,AWS_Chennai_001,33.8,1002.44,77.83,0,0.1342,NORMAL,None,[],0.2316,0.2502,0.136,0,normal
2024-07-01 13:20:00,AWS_Chennai_001,34.0,1002.53,78.28,0,0.1295,NORMAL,None,[],0.2079,0.2654,0.1366,0,normal
2024-07-01 13:30:00,AWS_Chennai_001,33.8,1002.65,77.85,0,0.1374,NORMAL,None,[],0.2278,0.273,0.1407,0,normal
2024-07-01 13:40:00,AWS_Chennai_001,34.1,1002.37,75.73,0,0.1443,NORMAL,None,[],0.2357,0.2769,0.1605,0,normal
2024-07-01 13:50:00,AWS_Chennai_001,34.3,1002.7,77.16,0,0.1594,NORMAL,None,[],0.2588,0.3461,0.1489,0,normal
2024-07-01 14:00:00,AWS_Chennai_001,34.11,1002.48,78.46,0,0.1097,NORMAL,None,[],0.1978,0.1515,0.1382,0,normal
2024-07-01 14:10:00,AWS_Chennai_001,34.11,1002.61,78.76,0,0.1264,NORMAL,None,[],0.2279,0.2045,0.1367,0,normal
2024-07-01 14:20:00,AWS_Chennai_001,34.15,1003.09,78.86,0,0.1526,NORMAL,None,[],0.2558,0.3234,0.1368,0,normal
2024-07-01 14:30:00,AWS_Chennai_001,34.13,1003.08,78.09,0,0.1447,NORMAL,None,[],0.2631,0.2602,0.1337,0,normal
2024-07-01 14:40:00,AWS_Chennai_001,34.45,1003.04,79.18,0,0.1411,NORMAL,None,[],0.2386,0.2862,0.1327,0,normal
2024-07-01 14:50:00,AWS_Chennai_001,34.55,1003.23,79.9,0,0.1672,NORMAL,None,[],0.2853,0.3589,0.1387,0,normal
2024-07-01 15:00:00,AWS_Chennai_001,34.11,1003.01,82.17,0,0.1765,NORMAL,None,[],0.3283,0.3012,0.1645,0,normal
2024-07-01 15:10:00,AWS_Chennai_001,33.87,1002.8,81.21,0,0.1133,NORMAL,None,[],0.2066,0.167,0.1314,0,normal
2024-07-01 15:20:00,AWS_Chennai_001,34.2,1002.58,80.0,0,0.1092,NORMAL,None,[],0.2099,0.1307,0.1329,0,normal
2024-07-01 15:30:00,AWS_Chennai_001,33.94,1002.4,78.37,0,0.1107,NORMAL,None,[],0.2405,0.08,0.1328,0,normal
2024-07-01 15:40:00,AWS_Chennai_001,33.44,1002.35,78.07,0,0.1285,NORMAL,None,[],0.2158,0.2491,0.1317,0,normal
2024-07-01 15:50:00,AWS_Chennai_001,33.21,1002.12,80.2,0,0.1479,NORMAL,None,[],0.2233,0.372,0.1255,0,normal
2024-07-01 16:00:00,AWS_Chennai_001,32.71,1002.16,78.84,0,0.125,NORMAL,None,[],0.173,0.3146,0.1296,0,normal
2024-07-01 16:10:00,AWS_Chennai_001,32.83,1002.29,77.86,0,0.1094,NORMAL,None,[],0.1316,0.2767,0.1419,0,normal
2024-07-01 16:20:00,AWS_Chennai_001,32.16,1002.38,81.05,0,0.1344,NORMAL,None,[],0.1912,0.3353,0.1336,0,normal
2024-07-01 16:30:00,AWS_Chennai_001,32.23,1002.39,82.5,0,0.1234,NORMAL,None,[],0.1611,0.3314,0.1266,0,normal
2024-07-01 16:40:00,AWS_Chennai_001,32.4,1002.25,81.65,0,0.1112,NORMAL,None,[],0.1447,0.283,0.1266,0,normal
2024-07-01 16:50:00,AWS_Chennai_001,32.52,1002.21,83.82,0,0.1275,NORMAL,None,[],0.1751,0.3274,0.1295,0,normal
2024-07-01 17:00:00,AWS_Chennai_001,32.13,1002.28,84.54,0,0.1263,NORMAL,None,[],0.1723,0.322,0.1316,0,normal
2024-07-01 17:10:00,AWS_Chennai_001,31.94,1002.4,85.73,0,0.1244,NORMAL,None,[],0.1775,0.2992,0.1313,0,normal
2024-07-01 17:20:00,AWS_Chennai_001,31.49,1002.44,87.91,0,0.1379,NORMAL,None,[],0.1988,0.3165,0.1539,0,normal
2024-07-01 17:30:00,AWS_Chennai_001,31.33,1002.34,86.91,0,0.1181,NORMAL,None,[],0.1499,0.2783,0.1569,1,drift_temperature
2024-07-01 17:40:00,AWS_Chennai_001,30.54,1002.39,85.74,0,0.1202,NORMAL,None,[],0.1748,0.2502,0.1509,1,drift_temperature
2024-07-01 17:50:00,AWS_Chennai_001,29.36,1002.28,83.78,0,0.1535,NORMAL,None,[],0.2611,0.2554,0.1846,1,drift_temperature
2024-07-01 18:00:00,AWS_Chennai_001,28.56,1002.13,81.61,0,0.1857,NORMAL,None,[],0.2563,0.2885,0.3275,1,drift_temperature
2024-07-01 18:10:00,AWS_Chennai_001,27.52,1002.03,82.85,0,0.2148,NORMAL,None,[],0.2734,0.3385,0.4102,1,drift_temperature
2024-07-01 18:20:00,AWS_Chennai_001,26.55,1002.25,82.58,0,0.2039,NORMAL,None,[],0.2809,0.1963,0.4512,1,drift_temperature
2024-07-01 18:30:00,AWS_Chennai_001,25.63,1002.16,82.68,0,0.1991,NORMAL,None,[],0.2425,0.235,0.4557,1,drift_temperature
2024-07-01 18:40:00,AWS_Chennai_001,24.77,1002.16,85.2,0,0.2262,NORMAL,None,[],0.3133,0.2772,0.4529,1,drift_temperature
2024-07-01 18:50:00,AWS_Chennai_001,23.42,1002.01,84.92,0,0.2488,NORMAL,None,[],0.3415,0.3432,0.4745,1,drift_temperature
2024-07-01 19:00:00,AWS_Chennai_001,22.84,1001.88,82.48,0,0.2431,NORMAL,None,[],0.3185,0.3479,0.4767,1,drift_temperature
2024-07-01 19:10:00,AWS_Chennai_001,22.01,1001.81,83.28,0,0.2432,NORMAL,None,[],0.3382,0.3199,0.4689,1,drift_temperature
2024-07-01 19:20:00,AWS_Chennai_001,20.85,1002.0,83.28,1,0.2621,LOW,None,[],0.4505,0.2389,0.4559,1,drift_temperature
2024-07-01 19:30:00,AWS_Chennai_001,19.97,1001.79,82.37,1,0.2752,LOW,None,[],0.4611,0.3304,0.4366,1,drift_temperature
2024-07-01 19:40:00,AWS_Chennai_001,18.79,1001.67,81.46,1,0.2846,LOW,None,[],0.4567,0.3775,0.4547,1,drift_temperature
2024-07-01 19:50:00,AWS_Chennai_001,18.63,1001.33,80.35,1,0.274,LOW,None,[],0.4668,0.4293,0.3477,1,drift_temperature
2024-07-01 20:00:00,AWS_Chennai_001,17.69,1001.4,80.36,1,0.284,LOW,None,[],0.4886,0.3651,0.4133,1,drift_temperature
2024-07-01 20:10:00,AWS_Chennai_001,17.1,1001.21,81.08,1,0.2703,LOW,None,[],0.4599,0.3374,0.4087,1,drift_temperature
2024-07-01 20:20:00,AWS_Chennai_001,16.81,1001.04,82.31,0,0.2421,NORMAL,None,[],0.4267,0.2836,0.3576,1,drift_temperature
2024-07-01 20:30:00,AWS_Chennai_001,16.06,1000.69,81.96,0,0.233,NORMAL,None,[],0.4634,0.3106,0.2368,1,drift_temperature
2024-07-01 20:40:00,AWS_Chennai_001,15.58,1000.71,80.69,1,0.2572,LOW,None,[],0.4451,0.3358,0.3666,1,drift_temperature
2024-07-01 20:50:00,AWS_Chennai_001,14.96,1000.64,81.85,0,0.2242,NORMAL,None,[],0.4399,0.2573,0.2683,1,drift_temperature
2024-07-01 21:00:00,AWS_Chennai_001,14.24,1000.5,83.59,0,0.2302,NORMAL,None,[],0.4258,0.2966,0.2897,1,drift_temperature
2024-07-01 21:10:00,AWS_Chennai_001,13.12,1000.34,82.74,0,0.2495,NORMAL,None,[],0.4175,0.2581,0.4278,1,drift_temperature
2024-07-01 21:20:00,AWS_Chennai_001,27.51,1000.4,82.09,1,0.611,MEDIUM,Spike / Transient Fault - Temperature,['spike_temp'],0.4011,0.2636,0.5059,0,normal
2024-07-01 21:30:00,AWS_Chennai_001,27.61,1000.48,81.59,0,0.2481,NORMAL,None,[],0.4267,0.2617,0.4043,0,normal
2024-07-01 21:40:00,AWS_Chennai_001,27.74,1000.7,82.02,0,0.2245,NORMAL,None,[],0.3874,0.19,0.399,0,normal
2024-07-01 21:50:00,AWS_Chennai_001,27.54,1000.46,81.95,0,0.2144,NORMAL,None,[],0.384,0.1919,0.3519,0,normal
2024-07-01 22:00:00,AWS_Chennai_001,27.33,1000.57,82.25,0,0.203,NORMAL,None,[],0.3383,0.1805,0.3721,0,normal
2024-07-01 22:10:00,AWS_Chennai_001,27.28,1000.87,82.0,0,0.138,NORMAL,None,[],0.2676,0.1112,0.205,0,normal
2024-07-01 22:20:00,AWS_Chennai_001,27.02,1000.73,82.53,0,0.1375,NORMAL,None,[],0.2697,0.1646,0.1597,0,normal
2024-07-01 22:30:00,AWS_Chennai_001,27.21,1000.53,82.06,0,0.1215,NORMAL,None,[],0.2292,0.1477,0.1532,0,normal
2024-07-01 22:40:00,AWS_Chennai_001,27.11,1000.73,83.18,0,0.1284,NORMAL,None,[],0.2394,0.1764,0.1508,0,normal
2024-07-01 22:50:00,AWS_Chennai_001,27.11,1000.76,84.39,0,0.1545,NORMAL,None,[],0.2906,0.2472,0.1514,0,normal
2024-07-01 23:00:00,AWS_Chennai_001,27.31,1000.61,85.92,0,0.1653,NORMAL,None,[],0.3107,0.2866,0.1456,0,normal
2024-07-01 23:10:00,AWS_Chennai_001,27.16,1000.63,82.61,0,0.1242,NORMAL,None,[],0.2888,0.0541,0.1473,0,normal
2024-07-01 23:20:00,AWS_Chennai_001,26.64,1001.0,82.09,0,0.1595,NORMAL,None,[],0.3152,0.2294,0.1524,0,normal
2024-07-01 23:30:00,AWS_Chennai_001,26.23,1001.01,81.52,0,0.1543,NORMAL,None,[],0.3013,0.2292,0.1477,0,normal
2024-07-01 23:40:00,AWS_Chennai_001,26.21,1001.33,81.21,0,0.1643,NORMAL,None,[],0.2973,0.2979,0.1523,0,normal
2024-07-01 23:50:00,AWS_Chennai_001,26.19,1001.23,84.08,0,0.1481,NORMAL,None,[],0.2799,0.2361,0.1437,0,normal
2024-07-02 00:00:00,AWS_Chennai_001,26.19,1001.17,85.89,0,0.161,NORMAL,None,[],0.3085,0.2718,0.1382,0,normal
2024-07-02 00:10:00,AWS_Chennai_001,26.49,1001.3,83.78,0,0.1261,NORMAL,None,[],0.2019,0.2414,0.1463,0,normal
2024-07-02 00:20:00,AWS_Chennai_001,26.95,1001.45,86.0,0,0.1418,NORMAL,None,[],0.2425,0.2757,0.1385,0,normal
2024-07-02 00:30:00,AWS_Chennai_001,26.69,1001.48,86.51,0,0.1419,NORMAL,None,[],0.2323,0.2934,0.1409,0,normal
2024-07-02 00:40:00,AWS_Chennai_001,26.94,1001.59,84.95,0,0.11,NORMAL,None,[],0.1761,0.2004,0.1354,0,normal
2024-07-02 00:50:00,AWS_Chennai_001,26.92,1001.92,85.45,0,0.1298,NORMAL,None,[],0.2165,0.2495,0.1371,0,normal
2024-07-02 01:00:00,AWS_Chennai_001,26.86,1001.81,83.73,0,0.1039,NORMAL,None,[],0.1834,0.133,0.1445,0,normal
2024-07-02 01:10:00,AWS_Chennai_001,26.58,1001.85,84.35,0,0.096,NORMAL,None,[],0.1405,0.1676,0.1435,0,normal
2024-07-02 01:20:00,AWS_Chennai_001,26.55,1002.17,84.87,0,0.1101,NORMAL,None,[],0.1709,0.213,0.1346,0,normal
2024-07-02 01:30:00,AWS_Chennai_001,26.79,1002.23,87.45,0,0.1328,NORMAL,None,[],0.2116,0.2755,0.1398,0,normal
2024-07-02 01:40:00,AWS_Chennai_001,26.14,1002.2,89.2,0,0.1506,NORMAL,None,[],0.2165,0.3776,0.1454,0,normal
2024-07-02 01:50:00,AWS_Chennai_001,26.03,1002.41,89.97,0,0.1372,NORMAL,None,[],0.1623,0.3872,0.1521,0,normal
2024-07-02 02:00:00,AWS_Chennai_001,26.26,1002.54,91.13,0,0.1427,NORMAL,None,[],0.2024,0.3409,0.1543,0,normal
2024-07-02 02:10:00,AWS_Chennai_001,26.65,1002.73,92.71,0,0.1544,NORMAL,None,[],0.2276,0.325,0.187,0,normal
2024-07-02 02:20:00,AWS_Chennai_001,26.57,1002.67,91.74,0,0.122,NORMAL,None,[],0.1832,0.2445,0.1521,0,normal
2024-07-02 02:30:00,AWS_Chennai_001,26.72,1002.34,89.84,0,0.0955,NORMAL,None,[],0.1277,0.1741,0.1553,0,normal
2024-07-02 02:40:00,AWS_Chennai_001,26.34,1002.35,86.05,0,0.1012,NORMAL,None,[],0.1689,0.1342,0.1518,0,normal
2024-07-02 02:50:00,AWS_Chennai_001,26.65,1002.49,89.38,0,0.1277,NORMAL,None,[],0.2045,0.1404,0.2264,0,normal
2024-07-02 03:00:00,AWS_Chennai_001,26.89,1002.65,92.93,0,0.1331,NORMAL,None,[],0.1922,0.2835,0.1646,0,normal
2024-07-02 03:10:00,AWS_Chennai_001,26.62,1002.43,92.59,0,0.1196,NORMAL,None,[],0.2131,0.1465,0.1684,0,normal
2024-07-02 03:20:00,AWS_Chennai_001,26.3,1002.41,91.03,0,0.0864,NORMAL,None,[],0.0965,0.1706,0.1594,0,normal
2024-07-02 03:30:00,AWS_Chennai_001,26.4,1002.5,91.09,0,0.0912,NORMAL,None,[],0.1259,0.1467,0.1571,0,normal
2024-07-02 03:40:00,AWS_Chennai_001,26.42,1002.5,92.31,0,0.1088,NORMAL,None,[],0.183,0.1503,0.1567,0,normal
2024-07-02 03:50:00,AWS_Chennai_001,26.37,1002.47,93.74,0,0.1099,NORMAL,None,[],0.1784,0.1664,0.1573,0,normal
2024-07-02 04:00:00,AWS_Chennai_001,26.68,1002.65,92.22,0,0.1297,NORMAL,None,[],0.2339,0.1923,0.1534,0,normal
2024-07-02 04:10:00,AWS_Chennai_001,26.44,1002.36,91.9,0,0.1061,NORMAL,None,[],0.207,0.098,0.1463,0,normal
2024-07-02 04:20:00,AWS_Chennai_001,26.49,1002.32,94.85,0,0.1218,NORMAL,None,[],0.2065,0.1959,0.1523,0,normal
2024-07-02 04:30:00,AWS_Chennai_001,26.3,1002.14,95.61,0,0.1497,NORMAL,None,[],0.2257,0.334,0.1595,0,normal
2024-07-02 04:40:00,AWS_Chennai_001,26.28,1002.22,95.94,0,0.1326,NORMAL,None,[],0.1848,0.3015,0.1597,0,normal
2024-07-02 04:50:00,AWS_Chennai_001,26.29,1001.89,94.7,0,0.1454,NORMAL,None,[],0.1968,0.346,0.172,0,normal
2024-07-02 05:00:00,AWS_Chennai_001,26.24,1001.8,93.69,0,0.1219,NORMAL,None,[],0.1424,0.3092,0.1641,0,normal
2024-07-02 05:10:00,AWS_Chennai_001,26.51,1001.87,91.71,0,0.1064,NORMAL,None,[],0.1643,0.1647,0.1622,0,normal
2024-07-02 05:20:00,AWS_Chennai_001,26.84,1001.92,92.23,0,0.101,NORMAL,None,[],0.1095,0.2371,0.1629,0,normal
2024-07-02 05:30:00,AWS_Chennai_001,26.52,1001.95,92.14,0,0.0877,NORMAL,None,[],0.1298,0.1127,0.1593,0,normal
2024-07-02 05:40:00,AWS_Chennai_001,26.93,1002.19,94.31,0,0.1133,NORMAL,None,[],0.1658,0.2238,0.1498,0,normal
2024-07-02 05:50:00,AWS_Chennai_001,27.07,1002.14,94.95,0,0.1134,NORMAL,None,[],0.1439,0.2693,0.1493,0,normal
2024-07-02 06:00:00,AWS_Chennai_001,26.93,1001.85,93.76,0,0.1043,NORMAL,None,[],0.1337,0.2347,0.1449,0,normal
2024-07-02 06:10:00,AWS_Chennai_001,27.51,1001.74,95.6,0,0.1422,NORMAL,None,[],0.1682,0.4084,0.1522,0,normal
2024-07-02 06:20:00,AWS_Chennai_001,26.85,1001.45,94.9,0,0.1264,NORMAL,None,[],0.1972,0.2628,0.1389,0,normal
2024-07-02 06:30:00,AWS_Chennai_001,27.33,1001.41,94.28,0,0.1319,NORMAL,None,[],0.195,0.2916,0.1484,0,normal
2024-07-02 06:40:00,AWS_Chennai_001,27.48,1001.11,95.58,0,0.1555,NORMAL,None,[],0.2317,0.3799,0.1452,0,normal
2024-07-02 06:50:00,AWS_Chennai_001,27.45,1001.25,94.96,0,0.1257,NORMAL,None,[],0.1853,0.2776,0.1424,0,normal
